20191228,2
20191227,6
20191226,2
20191225,3
20191224,21
20191223,12
20191222,1
20191221,6
20191220,44
20191219,54
20191218,73
20191217,53
20191216,37
20191215,2
20191214,35
20191213,58
20191212,43
20191211,41
20191210,72
20191209,36
20191208,3
20191207,14
20191206,38
20191205,69
20191204,40
20191203,51
20191202,66
20191201,3
20191130,15
20191129,50
20191128,38
20191127,37
20191126,48
20191125,28
20191124,6
20191123,30
20191122,46
20191121,76
20191120,70
20191119,80
20191118,75
20191117,0
20191116,53
20191115,100
20191114,85
20191113,101
20191112,72
20191111,48
20191110,9
20191109,42
20191108,67
20191107,81
20191106,61
20191105,62
20191104,26
20191103,3
20191102,13
20191101,52
20191031,35
20191030,55
20191029,62
20191028,35
20191027,5
20191026,16
20191025,128
20191024,121
20191023,97
20191022,48
20191021,37
20191020,3
20191019,31
20191018,85
20191017,75
20191016,62
20191015,51
20191014,46
20191013,3
20191012,26
20191011,56
20191010,54
20191009,34
20191008,73
20191007,49
20191006,1
20191005,34
20191004,21
20191003,35
20191002,66
20191001,31
20190930,51
20190929,5
20190928,16
20190927,63
20190926,84
20190925,32
20190924,72
20190923,36
20190922,3
20190921,19
20190920,58
20190919,76
20190918,62
20190917,62
20190916,44
20190915,1
20190914,32
20190913,85
20190912,69
20190911,71
20190910,60
20190909,17
20190908,1
20190907,26
20190906,47
20190905,58
20190904,46
20190903,39
20190902,45
20190901,5
20190831,8
20190830,36
20190829,35
20190828,55
20190827,48
20190826,41
20190825,1
20190824,25
20190823,55
20190822,83
20190821,71
20190820,59
20190819,36
20190818,1
20190817,20
20190816,60
20190815,88
20190814,56
20190813,66
20190812,65
20190811,3
