20200516,1
20200515,0
20200514,0
20200513,1
20200512,1
20200511,0
20200510,0
20200509,0
20200508,1
20200507,2
20200506,0
20200505,0
20200504,0
20200503,0
20200502,0
20200501,0
20200430,0
20200429,0
20200428,0
20200427,0
20200426,0
20200425,1
20200424,0
20200423,0
20200422,0
20200421,0
20200420,0
20200419,0
20200418,0
20200417,0
20200416,0
20200415,1
20200414,0
20200413,1
20200412,0
20200411,0
20200410,0
20200409,0
20200408,0
20200407,0
20200406,0
20200405,0
20200404,1
20200403,1
20200402,0
20200401,1
20200331,0
20200330,0
20200329,0
20200328,2
20200327,2
20200326,0
20200325,0
20200324,0
20200323,0
20200322,0
20200321,0
20200320,0
20200319,0
20200318,0
20200317,0
20200316,1
20200315,0
20200314,0
20200313,0
20200312,4
20200311,2
20200310,0
20200309,0
20200308,0
20200307,1
20200306,0
20200305,0
20200304,3
20200303,3
20200302,0
20200301,1
20200229,2
20200228,8
20200227,4
20200226,1
20200225,8
20200224,0
20200223,0
20200222,0
20200221,4
20200220,0
20200219,0
20200218,2
20200217,0
20200216,0
20200215,0
20200214,7
20200213,0
20200212,2
20200211,7
20200210,0
20200209,0
20200208,3
20200207,1
20200206,1
20200205,0
20200204,1
20200203,0
20200202,0
20200201,0
20200131,3
20200130,0
20200129,1
20200128,1
20200127,0
20200126,0
20200125,5
20200124,12
20200123,3
20200122,1
20200121,0
20200120,0
20200119,0
20200118,0
20200117,0
20200116,0
20200115,0
20200114,0
20200113,0
20200112,0
20200111,1
20200110,2
20200109,1
20200108,5
20200107,3
20200106,0
20200105,0
20200104,0
20200103,0
20200102,1
20200101,2
20191231,0
20191230,0
20191229,0
